ParameterName,subSectionPos,pos,position,int getSubSectionName subSectionPos
VariableName,twConf,tw,tree walker,DefaultConfiguration AbstractModuleTestSupport TreeWalker createModuleConfig createTreeWalkerConfig
MethodName,findGitDir,dir,directory,FileRepositoryBuilder repo
VariableName,pdfFile,pdf,portable document format,File CommonUtilsTest File testFileExtensions
VariableName,CLASS_DEF,def,definition,int IllegalTypeCheckTest ThrowsCountCheckTest AbstractClassNameCheckTest JavadocStyleCheckTest SuppressWithPlainTextCommentFilterTest ElementNodeTest HideUtilityClassConstructorCheckTest LeftCurlyCheckTest XdocsJavaDocsTest CheckWhichThrowsError FinalClassCheckTest CheckUtilsTest JavadocMethodCheckTest MissingDeprecatedCheckTest MethodCountCheckTest JavadocTagInfoTest EmptyLineSeparatorCheckTest ScopeUtilsTest VisibilityModifierCheckTest UnusedImportsCheckTest XpathFilterTest LocalizedMessageTest RedundantModifierCheckTest OuterTypeFilenameCheckTest AbstractCheckTest MutableExceptionCheckTest ClassFanOutComplexityCheckTest AnnotationLocationCheckTest SuppressionXpathFilterTest OuterTypeNumberCheckTest AnnotationOnSameLineCheckTest ModifiedControlVariableCheckTest JavadocTypeCheckTest XpathMapperTest CheckerTest ParameterAssignmentCheckTest InnerTypeLastCheckTest DetailASTTest JavaDocCapture ReturnCountCheckTest JavaNCSSCheckTest expected expectedClassDefNode expected expectedMethodDefNode root acceptableTokens expected ast expected expected expectedClassDefNode expectedMethodDefNode message expected expectedClassDefNode parameterizedClassNode validTypes expectedClassDefNode expected expected defaultTokens expectedMethodDefNode message expected expected expectedClassDefNode parameterizedClassNode validTypes expectedVariableDefNode ev classDef message expected expected expected validTypes expected expectedClassDefNode expected expected expected expectedVariableDefNode expected expected ev expectedVariableDefNode message ev expected ev requiredTokens expectedAnnotationNode validTypes expected expected expected expected ev ev localizedMessage1 expected message expectedVariableDefNode expected message validTypes expected expectedMethodDefNode expectedMethodDefNode localizedMessage1 expectedVariableDefNode expectedIdentNode expected expectedObjBlockNode ev expectedMethodDefNode expected expectedClassDefNode expected message getNodeFromFile getNode getSiblingByType getEvent getNodeWithParentScope createToken nodeTypes parentTokenType type type type tokenType testWrongTokenType testGetRequiredTokens getDefaultTokens testQueryAncestorOrSelf testNonMatchingTokenType testNullModuleIdAndNonMatchingChecks getAcceptableTokens testGetTypeParameterNames leaveToken testGetRequiredTokens testImproperToken testWrongTokenType testGetAcceptableTokens testQueryDescendantOrSelf testGetAcceptableTokens testGetAcceptableTokens testAttributeOr testGetTypeParameters testQueryMethodDefinitionsByClassName testGetAcceptableTokens testAuthor testImproperToken testGetAcceptableTokens testInEnumBlock testQueryAnnotation testNonMatchingFileNameModuleIdAndCheck testGetRequiredTokens testGetAcceptableTokens testGetAcceptableTokens testReject testGetRequiredTokens testGetRequiredTokens testCurlyBrackets testGetAcceptableTokens testNonMatchingColumnNumber testAttributeAnd testParent testGetAcceptableTokens testNonMatchingLineNumber testIsOuterMostTypeClass testDecideByMessage testGetAcceptableTokens testGetColumnCharIndex testGetAcceptableTokens testNonMatchingModuleId testFullPath testIsClassFieldDef testQueryClassDefinitionByClassName testGetRequiredTokens testGetAcceptableTokens testBranchContains testTokenType testIsInInterfaceBlock testGetAcceptableTokens testNonMatchingFileRegexp testGetAcceptableTokens testGetAcceptableTokens testQuerySelf testQueryElementByIndex testImproperToken visitToken testGetFirstNode testGetAcceptableTokens testisInInterfaceOrAnnotationBlock testGetAcceptableTokens testGetAcceptableTokens testQueryAllMethodDefinitionsInContext testVersions getRequiredTokens testNonMatchingChecks testOr testParam testOthers testQueryByClassNameAndMethodName testGetAcceptableTokens testGetRequiredTokens testQueryByMethodName testQueryAncestor testGetRequiredTokens testComplexQueryOne testIsLocalVariableDefVariable testDeprecated testImproperToken testComplexQueryThree testIsInCodeBlock testMatchingModuleId testThrowException testQueryAllClassDefinitions testMatching testGetRequiredTokens testGetParent testSurroundingScope testGetRequiredTokens testAcceptThrowsIllegalStateExceptionAsFileNotFound testGetAcceptableTokens testGetAcceptableTokens testIdent
MethodName,testLoadPropertiesIoException,io,input output,void MainTest
VariableName,ev3,ev,event,AuditEvent SeverityMatchFilterTest infoMessage AuditEvent testDefault
VariableName,parameterNameCheckObj,obj,object,ParameterNameCheck ParameterNameCheckTest actual ParameterNameCheck testGetAcceptableTokens
VariableName,entryConstr,constr,constructor,Constructor<> SuppressWarningsHolderTest entry getDeclaredConstructor String entryInstance createHolder
MethodName,verifyJavaAndJavadocAst,ast,abstract syntax tree,Verifies the java and javadoc AST generated for the supplied java file against the expected AST in supplied text file param expectedTextPrintFilename name of the file having the expected ast param actualJavaFilename name of the java file throws Exception if exception occurs during verification;void AbstractTreeTestSupport actualJavaFilename expectedTextPrintFilename
VariableName,MSG_WS_TYPECAST,msg,message,String WhitespaceAfterCheckTest expected expected testCast testMultilineCast
MethodName,verifyAstRaw,ast,abstract syntax tree,void AstRegressionTest expectedTextPrintFileName actualJava
VariableName,modifierOrderCheckObj,obj,object,ModifierOrderCheck ModifierOrderCheckTest ModifierOrderCheck actual testGetAcceptableTokens
VariableName,sb,sb,string builder,StringBuilder AuditEventUtFormatter StringBuilder bufLen format
VariableName,MSG_SHOULD_BE_SEPARATED,msg,message,String EmptyLineSeparatorCheckTest expected expected expected expected expected expected getCheckMessage messageKey testDefault testAllowNoEmptyLineBetweenFields testDisAllowBlockCommentBeforePackage testAllowMultipleImportSeparatedFromPackage testHeader testAllowSingleLineCommentPackage
VariableName,methodsXpath,xpath,xml path language,String XpathMapperTest actual getXpathItems convertToArray nodes xpath testQuerySelf
MethodName,testVariableRegExp,reg,regular,void VariableDeclarationUsageDistanceCheckTest
VariableName,se1,se,suppress element,SuppressElement SuppressionsLoaderTest SuppressElement testMultipleSuppression
MethodName,getNumFilesStarted,num,number,int DebugAuditAdapter
MethodName,validateAllCheckTokensAreReferencedInConfigFile,config,configuration,void AllChecksTest configName tokensToIgnore configuration
VariableName,s3,s,string,String CommonUtilsTest testLengthExpandedTabs
VariableName,MSG_CHILD_ERROR_MULTI,multi,multiple,String IndentComment IndentationCheckTest expected expected expected expected expectedMessages messages getExpectedMessagePostfix getCheckMessage messageKey messageKey getExpectedMessages testInvalidLabel testInvalidLabelWithWhileLoop testAnonymousClassInMethod testInvalidArrayInitWithChecker testArgumentOrderOfErrorMessages
MethodName,isValidCheckstyleXml,xml,extensible markup language,can t test ant structure or old and outdated checks;boolean XdocsPagesTest fileName code unserializedSource
VariableName,xf0,xf,xpath filter,XpathFilter SuppressionsLoaderTest XpathFilter testXpathSuppressions
VariableName,fieldClss,clss,class,Class<> XdocsPagesTest instance field propertyName expectedTypeName getFieldClass fileName expectedValue sectionName getModulePropertyExpectedValue getModulePropertyExpectedTypeName fieldClass fieldClass validatePropertySectionPropertyEx
MethodName,testRegExpParentUnknownPkg,pkg,package,void PkgImportControlTest
VariableName,fileTabCheckCfg,cfg,configuration,DefaultConfiguration SuppressWithPlainTextCommentFilterTest FileTabCharacterCheck createModuleConfig testSuppressByModuleId
ClassName,Utf8Control,utf,unicode transformation format,
FieldName,icRootRegexpParent,regexp,regular expression,PkgImportControl PkgImportControlTest PkgImportControl icBootRegexpParen DELEGATE_TO_PARENT MismatchStrategy
VariableName,xpathDynamicContext,xpath,xml path language,XPathDynamicContext XpathUtil xpathExpression rootNode createDynamicContext getXpathItems
VariableName,MSG_ERROR_MULTI,msg,message,String IndentComment IndentationCheckTest expected expected expected expected expectedMessages expected expected messages getExpectedMessagePostfix getCheckMessage messageKey messageKey getExpectedMessages testInvalidClassDefWithChecker testAnonymousClassInMethod testTryResourcesStrict testInvalidArrayInitWithChecker testTryResourcesNotStrict testArgumentOrderOfErrorMessages testAnonymousClassInMethodWithCurlyOnNewLine
VariableName,firstCheckerConfig,config,configuration,DefaultConfiguration SuppressionFilterTest firstFilterConfig createRootConfig verify aConfig testRemoteFileExternalResourceContentDoesNotChange
VariableName,UTF_8,utf,unicode transformation format,make sure that the tests always run with this charset;Charset XdocsJavaDocsTest TreeWalkerTest IllegalInstantiationCheckTest AbstractPathTestSupport AbstractModuleTestSupport AstRegressionTest JavadocPropertiesGeneratorTest ImportControlCheckTest JavadocDetailNodeParserTest TranslationCheckTest AbstractXmlTestSupport XpathFilterTest WriteTagCheckTest AstTreeStringPrinterTest XdocsPagesTest XpathQueryGeneratorTest MainTest RegexpSinglelineCheckTest FullIdentTest CheckerTest RegexpMultilineCheckTest DetailASTTest DefaultLoggerTest CheckstyleAntTaskTest IndentationCheckTest bw lnr input lnr fileContents input expectedContents expected availableChecks fileContent testFileText testFileText testFileText xml output writer output writer expected input input lnr output br expected charset expected testFileText input output text lnr actual output testFileText expected fileText testClearExistingCache testCacheWhenFileExternalResourceContentDoesNotChange getOutputStreamXml testConfigurationByUrl verify testXmlOutput testAllCheckSectionJavaDocs testDuplicatedModule testAllCheckSectionsEx testAllCheckSections testProperFileExtension testManyComments testFileExtensions testAllChecksPresentOnAvailableChecksPage readFile testCacheAndCheckWhichDoesNotImplementExternalResourceHolderInterface verifyAstRaw testImproperFileExtension testTabWidthEndOfLine createTreeWalkerConfig testNullClassLoader testPrintTreeJavadocOption init testStateIsBeingReset testAllStyleRules testExecuteIgnoredModules testPrintFullTreeOption testCarriageReturn setUp testAllXmlExamples testTabWidthBeforeMethodDef testTabWidthAfterVoidLiteral testStateIsCleared testMinimum testTabWidthBeforeSlist testParseJavadocAsDetailNode testCacheWhenFileExternalResourceContentDoesNotChange testConfigurationByResource testCtor testPrintAst testCorrect getActualViolations testNoStackOverflowError testFinishLocalSetupFullyInitialized verify testStateIsBeingReset testWithArrayCreateFullIdentWithArrayDeclare getLinesWithWarnAndCheckComments testNewCtor testMaximum testIgnoredFileExtensions
MethodName,testMaxParam,param,parameter,void ParameterNumberCheckTest
VariableName,MSG_JAVADOC_WRONG_SINGLETON_TAG,msg,message,String DetailNodeTreeStringPrinterTest actual localizedMessage testWrongSingletonParseErrorMessage
FieldName,PR_COMMIT_MESSAGE_REGEX_PATTERN,pr,pattern,String CommitValidationTest ACCEPTED_COMMIT_MESSAGE_REGEX_PATTERN
VariableName,attNames,att,attribute,String[] ConfigurationLoaderTest config getAttributeNames verifyConfigNode
MethodName,testIgnoreCommentsCppStyle,cpp,c plus plus,void RegexpSinglelineJavaCheckTest
FieldName,OS_NAME,os,operating system,String JavadocDetailNodeParserTest ENGLISH toLowerCase getProperty System
VariableName,msgKey,msg,message,String MainTest localizedMessage testExistingDirectoryWithViolations
ClassName,PkgImportRuleTest,pkg,package,testPkgImportRuleRegexpSimple testPkgImportRuleExactMatchRegexpSimple testPkgImportRule testPkgImportRuleExactMatch testPkgImportRuleExactMatchRegexp testPkgImportRuleRegexp
VariableName,MSG_KEY_EXT,ext,expected,String VariableDeclarationUsageDistanceCheckTest expected expected expected testDefaultConfiguration testIgnoreFinalOption testAnonymousClass
MethodName,testPrintAst,ast,abstract syntax tree,void AstTreeStringPrinterTest
VariableName,s2,s,string,String CommonUtilsTest testLengthExpandedTabs
VariableName,MSG_LEGACY_PACKAGE_HTML,html,hyper text markup language,String JavadocPackageCheckTest expected testBoth
MethodName,testPackagesWithIoExceptionGetResources,io,input output,void PackageNamesLoaderTest
ParameterName,str,str,string,String makeFirstLower propertyDoc propertyUpper
VariableName,ev2,ev,event,AuditEvent SeverityMatchFilterTest AuditEvent errorMessage testAcceptOnMatch
VariableName,VARIABLE_DEF,def,definition,int XpathFilterTest LocalVariableNameCheckTest RedundantModifierCheckTest MemberNameCheckTest JavadocStyleCheckTest XdocsJavaDocsTest MutableExceptionCheckTest CheckUtilsTest StaticVariableNameCheckTest AnnotationLocationCheckTest LocalFinalVariableNameCheckTest MissingDeprecatedCheckTest AnnotationOnSameLineCheckTest XpathMapperTest FullIdentTest ConstantNameCheckTest JavadocVariableCheckTest JavadocTagInfoTest EmptyLineSeparatorCheckTest ScopeUtilsTest JavaDocCapture VisibilityModifierCheckTest JavaNCSSCheckTest UnusedImportsCheckTest expected expected expected expected expected expected expected privateVariable validTypes arrayDeclarator expected expected eventTwo expectedVariableDefNode expected validTypes validTypes expected expected arrayTypeNode expected expected expected expected expected expected expectedVariableDefNode expected expected eventOne event expected expected validTypes eventThree expected expected expected expectedVariableDefNode getNodeFromFile getEvent type tokenType testGetAcceptableTokens testGetRequiredTokens testOthers testGetAcceptableTokens testFullPath testGetRequiredTokens testGetRequiredTokens testIsClassFieldDef testGetAcceptableTokens testQueryAncestorOrSelf testSerial testSerialField testGetAcceptableTokens testCreateFullTypeOfArray testGetRequiredTokens testGetAcceptableTokens testIsLocalVariableDefVariable testDeprecated testGetAcceptableTokens testGetAcceptableTokens testComplexQuery testGetRequiredTokens testGetAcceptableTokens testGetAcceptableTokens testIsInCodeBlock testNoQuery testGetAcceptableTokens testGetAccessModifierFromModifiersToken testQueryElementByIndex visitToken testWithArrayCreateFullIdentWithArrayDeclare testGetRequiredTokens testGetAcceptableTokens testGetRequiredTokens testGetRequiredTokens testGetRequiredTokens testGetAcceptableTokens testGetAcceptableTokens testGetAcceptableTokens testGetAcceptableTokens testGetAcceptableTokens
VariableName,paramNumberCheckObj,param,parameter,ParameterNumberCheck ParameterNumberCheckTest actual ParameterNumberCheck testGetAcceptableTokens
VariableName,ISO_8859_1,iso,international organization for standardization,Charset TreeWalkerTest FileTextTest charsetName charsetName charsetName charsetName fileText testLineColumnAtTheStartOfFile testLineColumnBeforeCopyConstructor testProcessNonJavaFilesWithoutException testSupportedCharset testLineColumnAfterCopyConstructor
VariableName,repo,repo,repository,Repository CommitValidationTest revCommitsPair build FileRepositoryBuilder findGitDir resolveRevCommitsPair repo getCommitsToCheck
VariableName,MSG_KEY_EQUALS,msg,message,String EqualsHashCodeCheckTest expected expected expectedFirstInputErrors testMultipleInputs testEqualsParameter testNoEquals
FieldName,icRootRegexpParent,ic,import control,PkgImportControl PkgImportControlTest PkgImportControl icBootRegexpParen DELEGATE_TO_PARENT MismatchStrategy
MethodName,testFileIgnoreDiffDirectoryMismatch,diff,difference,void PackageDeclarationCheckTest
VariableName,whitespaceAroundCheckObj,obj,object,WhitespaceAroundCheck WhitespaceAroundCheckTest WhitespaceAroundCheck actual testGetAcceptableTokens
VariableName,PARAMETER_DEF,def,definition,int CatchParameterNameCheckTest AnnotationOnSameLineCheckTest ParameterNameCheckTest XdocsJavaDocsTest JavadocTagInfoTest CheckUtilsTest ScopeUtilsTest JavaDocCapture AnnotationLocationCheckTest LocalFinalVariableNameCheckTest expected expected singleParam expected expected expected receiverParameter expected getNode type testOthers testGetAcceptableTokens testSerial testGetAcceptableTokens testIsLocalVariableDefUnexpected isSetterMethod testTokens testGetAcceptableTokens testGetRequiredTokens testDeprecated testIsReceiverParameter testIsLocalVariableDefCatch testGetAcceptableTokens
VariableName,se3,se,suppress element,SuppressElement SuppressionsLoaderTest SuppressElement testMultipleSuppression
MethodName,testNum,num,number,void ParameterNumberCheckTest
VariableName,xf1,xf,xpath filter,XpathFilter SuppressionsLoaderTest XpathFilter testXpathSuppressions
ClassName,HexFloatsTest,hex,hexadecimal,AbstractModuleTestSupport AbstractPathTestSupport getPackageLocation testCanParse Tests hex floats and doubles can be parsed;
MethodName,testMaxZero,max,maximum,void ExecutableStatementCountCheckTest
VariableName,ctorParent,ctor,constructor,Constructor<> ConfigurationLoaderTest getDeclaredConstructor aClassParent objParent ThreadModeSettings PropertyResolver testIncorrectTag
VariableName,maxId,max,maximum,int TokenUtilsTest id nextAfterMaxId testTokenValueIncorrect
VariableName,cl,cl,class,ClassLoader TestUtil packageNames TestUtil getClassLoader getPackageObjectFactory
MethodName,testVariableRegExp,exp,expression,void VariableDeclarationUsageDistanceCheckTest
VariableName,secondCheckerConfig,config,configuration,DefaultConfiguration SuppressionFilterTest secondFilterConfig createRootConfig verify aConfig testRemoteFileExternalResourceContentDoesNotChange
VariableName,redundantModifierCheckObj,obj,object,RedundantModifierCheck RedundantModifierCheckTest actual RedundantModifierCheck testGetAcceptableTokens
MethodName,getConfig,config,configuration,Configuration TestRootModuleChecker config config config
MethodName,oneSimpleHtmlTag,html,hyper text markup language,void JavadocParseTreeTest
VariableName,errorMsg,msg,message,String TreeWalkerTest ex errorMsgMatcher getMessage testAcceptableTokens
ClassName,VerifyInitCheck,init,initialization,AbstractCheck getDefaultTokens getRequiredTokens isInitWasCalled init getAcceptableTokens initWasCalled
VariableName,MSG_UNKNOWN_PKG,pkg,package,String ImportControlCheckTest expected testWrong
VariableName,MSG_CONTAINS_TAB,msg,message,String SuppressWithPlainTextCommentFilterTest FileTabCharacterCheckTest suppressed expectedViolationMessages violationMessages violationMessage violationMessages violationMessages violationMessages suppressed violationMessages violationMessages expectedViolationMessages messageFormat expected suppressed suppressed suppressed testFilterWithCustomMessageFormat testSuppressByModuleIdWithNullModuleId testSuppressByModuleId testVerbose testSuppressionCommentsInSqlFile testChangeOffAndOnFormat testInvalidCheckFormat testInvalidMessageFormat testFilterWithDefaultConfig testSuppressionCommentsInXmlFile
MethodName,testSetClasspathRef1,ref,reference,This test is created to satisfy pitest it is hard to emulate Reference by Id;void CheckstyleAntTaskTest
VariableName,se2,se,suppress element,SuppressElement SuppressionsLoaderTest SuppressElement testMultipleSuppression
VariableName,INTERFACE_DEF,def,definition,int JavadocStyleCheckTest LeftCurlyCheckTest JavadocMethodCheckTest MissingDeprecatedCheckTest InterfaceIsTypeCheckTest MethodCountCheckTest NPathComplexityCheckTest JavadocTagInfoTest EmptyLineSeparatorCheckTest ScopeUtilsTest GenericWhitespaceCheckTest UnusedImportsCheckTest RedundantModifierCheckTest OuterTypeFilenameCheckTest AbstractCheckTest MutableExceptionCheckTest ClassFanOutComplexityCheckTest BooleanExpressionComplexityCheckTest AnnotationLocationCheckTest OuterTypeNumberCheckTest AnnotationOnSameLineCheckTest JavadocTypeCheckTest XpathMapperTest InnerTypeLastCheckTest JavaNCSSCheckTest expected expected expected expectedInterfaceDefNode requiredTokens acceptableTokens expected ast expected expected validTypes expected expected expected expected expectedMethodDefNode expected validTypes expected expected ast validTypes expected expected defaultTokens expected validTypes expected expected validTypes expected expected expected expected expected expected getSiblingByType getNodeWithParentScope parentTokenType type testGetAcceptableTokens testParam testGetRequiredTokens testOthers testGetRequiredTokens testGetRequiredTokens testGetRequiredTokens testGetAcceptableTokens testWrongTokenType testIsInAnnotationBlock testGetAcceptableTokens testGetAcceptableTokens testGetRequiredTokens testIsInInterfaceBlock testGetAcceptableTokens testGetAcceptableTokens testGetRequiredTokens testWrongTokenType testIsOuterMostTypeInterface testDeprecated testGetAcceptableTokens testQueryInterfaceParameterDef testGetAcceptableTokens testGetAcceptableTokens testGetAcceptableTokens testQueryInterfaceDef testAuthor testWrongToken testDefaultHooks testIsInScope testGetAcceptableTokens testInEnumBlock testGetAcceptableTokens testisInInterfaceOrAnnotationBlock testGetAcceptableTokens testGetAcceptableTokens testVersions testSurroundingScope testGetRequiredTokens testGetAcceptableTokens testGetAcceptableTokens testGetAcceptableTokens testGetAcceptableTokens
MethodName,testWithSumLessThenMinDefMsg,msg,message,void DescendantTokenCheckTest
MethodName,findTokenInAstByPredicate,ast,abstract syntax tree,Finds node of specified type among root children siblings siblings children on any deep level param root DetailAST param predicate predicate return link Optional of link DetailAST node which matches the predicate;Optional<DetailAST> TestUtil singleLineComment node methodDef methodDef question blockComment methodDef methodDef root predicate
MethodName,createFullIdent,ident,indent,FullIdent ident indent
VariableName,newAst,ast,abstract syntax tree,DetailAST IllegalInstantiationCheckTest DetailAST testNullClassLoader
ClassName,CsvFilterTest,csv,comma separated values,testDecideRange testDecideEmptyRange testDecideRangePlusValue testDecidePair testEmptyChain testDecideSingle testGetFilters testOneFilter testEqualsAndHashCode testMultipleFilter
MethodName,testWithOneArgWithFullBody,arg,argument,void LambdaTest
VariableName,desc,desc,descriptions,String TokenTypesTest badDescriptions testAllDescriptionsEndsWithPeriod
VariableName,dc,dc,default configuration,DefaultConfiguration AbstractModuleTestSupport ROOT_MODULE_NAME DefaultConfiguration createRootConfig
VariableName,firstFilterConfig,config,configuration,DefaultConfiguration SuppressionFilterTest SuppressionFilter createModuleConfig firstCheckerConfig createRootConfig config testRemoteFileExternalResourceContentDoesNotChange
VariableName,ch,ch,char,char XdocsJavaDocsTest JavaDocCapture charAt result str makeFirstUpper
ClassName,HttpURLConnection,http,hyper text transfer protocol,
MethodName,getCppComments,cpp,c plus plus,Map<Integer_TextBlock> cppComments
MethodName,mixedCaseOfHtmlTags,html,hyper text markup language,void JavadocParseTreeTest
VariableName,s4,s,string,String CommonUtilsTest testLengthExpandedTabs
MethodName,testReportCppComment,cpp,c plus plus,void FileContentsTest
VariableName,twConf,conf,configuration,DefaultConfiguration AbstractModuleTestSupport TreeWalker createModuleConfig createTreeWalkerConfig
VariableName,verifiableUrl,url,uniform resource locator,URL SuppressionsLoaderTest urlConnect URL url isUrlReachable
VariableName,itrConfigs,itr,iterator,Iterator<Node> XdocsPagesTest configs iterator config validateStyleModules
MethodName,packageInfoAnnotation,info,information,void JavadocStyleCheckTest
VariableName,nextAfterMaxId,max,maximum,int TokenUtilsTest maxId testTokenValueIncorrect
VariableName,MSG_JAVADOC_MISSING,msg,message,String JavadocTypeCheckTest SuppressWarningsFilterTest expected ALL_MESSAGES expectedViolationMessages expected suppressed expected expected expected expected expected expected expected expected expected expected testEclipse testTags testProtected testPublic testStrict testScopes2 testProtest testExcludeScope testPkg testSuppressById testDefault testScopes testLimitViolationsBySpecifyingTokens testInner
VariableName,itrChecks,itr,iterator,Iterator<Node> XdocsPagesTest checks module iterator validateStyleModules
MethodName,testIgnoreNegativeOctalHex,hex,hexadecimal,void MagicNumberCheckTest
FieldName,STD,std,standard,String CustomImportOrderCheckTest CustomImportOrderCheck STANDARD_JAVA_PACKAGE_RULE_GROUP expected expected expected
ClassName,URI,uri,uniform resource identifier,
VariableName,ev,ev,event,TreeWalkerAuditEvent SuppressionXpathFilterTest TreeWalkerAuditEvent testExistingSuppressionFileWithTrueOptional
VariableName,parentConf,conf,configuration,DefaultConfiguration AutomaticBeanTest DefaultConfiguration testSetupInvalidChildFromBaseClass
VariableName,treeWalkerConfig,config,configuration,DefaultConfiguration ImportControlCheckTest TreeWalker createModuleConfig checkerConfig createRootConfig config testCacheWhenFileExternalResourceContentDoesNotChange
VariableName,staticVariableNameCheckObj,obj,object,StaticVariableNameCheck StaticVariableNameCheckTest StaticVariableNameCheck actual testGetAcceptableTokens
VariableName,secondFilterConfig,config,configuration,One more time to use cache;DefaultConfiguration SuppressionFilterTest SuppressionFilter secondCheckerConfig createModuleConfig createRootConfig config testRemoteFileExternalResourceContentDoesNotChange
MethodName,testWithSumLessThenMinDefMsg,min,minimum,void DescendantTokenCheckTest
MethodName,testUsingTagMessageRegexp,regexp,regular expression,void SuppressWithNearbyCommentFilterTest
VariableName,objNode,obj,object,AbstractNode XpathMapperTest get objectNodes AbstractNode actual getXpathItems convertToArray nodes rootNode testQuerySelf
ClassName,NonTightHtmlTagTolerantCheck,html,hyper text markup language,AbstractJavadocCheck getDefaultJavadocTokens setReportVisitJavadocToken visitJavadocToken reportVisitJavadocToken
VariableName,testInfoOutputStream,info,information,CloseAndFlushTestByteArrayOutputStream CheckerTest CloseAndFlushTestByteArrayOutputStream testXmlLoggerClosesItStreams
VariableName,rparenAst,ast,abstract syntax tree,DetailAST IllegalInstantiationCheckTest DetailAST testNullClassLoader
VariableName,config,config,configuration,DefaultConfiguration ConfigurationLoaderTest children toString File ConfigurationLoader Properties InputSource loadConfiguration toURI DefaultConfiguration getPath PropertiesExpander testConfigWithIgnoreUsingInputSource
VariableName,MSG_KEY_SUM_MIN,min,minimum,String DescendantTokenCheckTest expected testWithSumLessThenMinDefMsg
FieldName,XML_FILESET_LIST,xml,extensible markup language,List<String> XdocsPagesTest asList Arrays
VariableName,MSG_FILE_CONTAINS_TAB,msg,message,String SuppressWithPlainTextCommentFilterTest FileTabCharacterCheckTest suppressed expected violationMessages violationMessages violationMessage violationMessages suppressed testChangeOffAndOnFormat testInvalidCheckFormat testInvalidMessageFormat testDefault testFilterWithDefaultConfig
ClassName,URLStreamHandler,url,uniform resource locator,
VariableName,EOF,eof,end of file,int RootNodeTest TokenUtilsTest ElementNodeTest FinalClassCheckTest unsupportedTokenByCheck testRootOfElementNode testCorrectBehaviourOfGetTokenId testImproperToken testGetTokenType
MethodName,verifyXmlNodes,xml,extensible markup language,void AbstractXmlTestSupport ordered actual expected path
VariableName,se4,se,suppress element,SuppressElement SuppressionsLoaderTest SuppressElement testMultipleSuppression
VariableName,aa2,aa,adapter,DebugAuditAdapter CheckerTest DebugAuditAdapter testRemoveListener
VariableName,uncommentedMainCheckConfig,config,configuration,DefaultConfiguration SuppressWarningsFilterTest UncommentedMainCheck createModuleConfig verifySuppressed
MethodName,testTypeParamsTags,params,parameters,void JavadocMethodCheckTest
MethodName,testWrongHtmlTagOrder,html,hyper text markup language,void DetailNodeTreeStringPrinterTest
VariableName,prev,prev,previous,DetailAST DetailASTTest curNode checkNode prev checkTree
VariableName,cComment,c,comment,Comment FileContentsTest String Comment testDeprecatedAbbreviatedMethod
VariableName,actualCtx,ctx,context,Context CheckerTest checker Whitebox getInternalState testNoModuleFactory
VariableName,fc2,fc,from classpath,FilterSet SuppressionsLoaderTest FilterSet testNoSuppressions
VariableName,MSG_KEY,msg,message,cs CheckstyleTestMakeup need to test dynamic property;String IllegalCatchCheckTest SuppressWarningsFilterTest SuppressionCommentFilterTest SuppressWithNearbyCommentFilterTest expected ALL_MESSAGES suppressed suppressed expected ALL_MESSAGES suppressed suppressed expected suppressed expected suppressed ALL_MESSAGES getCheckMessage getCheckMessage messageKey messageKey testIllegalClassNames testMultipleTypes testArgumentSuppression testDefault testDefault testUsingVariableMessage testCheckC testDefault testIllegalClassNamesBad testCheckCpp
MethodName,testXpathSuppressions,xpath,xml path language,void SuppressionsLoaderTest
VariableName,suppressionXpathFilter,xpath,xml path language,SuppressionXpathFilter SuppressionXpathFilterTest SuppressionXpathFilter createSuppressionXpathFilter
VariableName,dtdPath,dtd,document type definition,String XdocsPagesTest getCanonicalPath File code buildXml
VariableName,oos,oos,object output stream,ObjectOutputStream PropertyCacheFileTest ObjectOutputStream out testExternalResourceIsSavedInCache
ParameterName,utilClass,util,utility,Verifies that utils class has private constructor and invokes it to satisfy code coverage param utilClass class to test for c tor param checkConstructorIsPrivate flag to skip check for private visibility it is usefulfor Classes that are mocked by PowerMockRunner that make private c tors as public return true if constructor is expected noinspection BooleanParameter;Class<?> constructor isUtilsClassHasPrivateConstructor
VariableName,regexpCheckCfg,cfg,configuration,DefaultConfiguration SuppressWithPlainTextCommentFilterTest RegexpSinglelineCheck createModuleConfig testFilterWithCustomMessageFormat
MethodName,testOpWrapEol,eol,end of life,void OperatorWrapCheckTest
MethodName,testRegexpHeaderMulti1,multi,multiple,void RegexpHeaderCheckTest
ParameterName,u,u,uniform resource locator,URL stubUrlHandler openConnection
VariableName,p,p,property,PropertyDescriptor XdocsPagesTest getProperties
MethodName,testSuppressionCommentsInSqlFile,sql,structured query language,void SuppressWithPlainTextCommentFilterTest
VariableName,NUM_LONG,num,number,int UpperEllCheckTest CheckUtilsTest IllegalTokenTextCheckTest expected expected tokenTypesWithMutableText testAcceptableTokens testGetRequiredTokens testParseDoubleIntegerValues testAcceptableTokensMakeSense
VariableName,f2,f,filter,TestBeforeExecutionFileFilter CheckerTest TestBeforeExecutionFileFilter testRemoveBeforeExecutionFileFilter
ClassName,JavadocNodeImpl,impl,implement,
VariableName,i,i,line,int CheckstyleAntTaskTest line testXmlOutput
